subgraph id = 36
Nreal : 1338
=================================
Full list of 1338 members:

1	27	26	
1	28	26	
1	29	26	
1	30	26	
1	31	26	
1	34	26	
1	36	26	
1	37	26	
1	38	26	
1	39	26	
2	27	26	
2	28	26	
2	29	26	
2	30	26	
2	31	26	
2	34	26	
2	36	26	
2	37	26	
2	38	26	
2	39	26	
3	27	26	
3	28	26	
3	29	26	
3	30	26	
3	31	26	
3	32	26	
3	34	26	
3	36	26	
3	37	26	
3	38	26	
3	39	26	
4	27	26	
4	28	26	
4	29	26	
4	30	26	
4	31	26	
4	32	26	
4	36	26	
4	37	26	
4	38	26	
4	39	26	
4	36	34	
5	27	26	
5	28	26	
5	29	26	
5	30	26	
5	31	26	
5	32	26	
5	36	26	
5	37	26	
5	38	26	
5	39	26	
5	36	34	
6	27	26	
6	28	26	
6	29	26	
6	30	26	
6	31	26	
6	32	26	
6	36	26	
6	37	26	
6	38	26	
6	39	26	
6	36	34	
6	54	53	
7	27	26	
7	28	26	
7	29	26	
7	30	26	
7	31	26	
7	32	26	
7	34	26	
7	36	26	
7	37	26	
7	38	26	
7	39	26	
7	49	47	
7	50	47	
7	51	47	
7	57	47	
7	59	47	
7	57	56	
7	59	56	
7	60	56	
7	61	56	
7	62	56	
7	63	56	
8	27	26	
8	28	26	
8	29	26	
8	30	26	
8	31	26	
8	32	26	
8	34	26	
8	36	26	
8	37	26	
8	38	26	
8	39	26	
8	57	56	
8	59	56	
8	60	56	
8	61	56	
8	62	56	
8	63	56	
9	27	26	
9	28	26	
9	29	26	
9	30	26	
9	31	26	
9	32	26	
9	34	26	
9	36	26	
9	37	26	
9	38	26	
9	39	26	
9	57	56	
9	59	56	
9	60	56	
9	61	56	
9	62	56	
9	63	56	
10	27	26	
10	28	26	
10	29	26	
10	30	26	
10	31	26	
10	32	26	
10	34	26	
10	36	26	
10	37	26	
10	38	26	
10	39	26	
10	57	56	
10	59	56	
10	60	56	
10	61	56	
10	62	56	
10	63	56	
11	27	26	
11	28	26	
11	29	26	
11	30	26	
11	31	26	
11	32	26	
11	34	26	
11	36	26	
11	37	26	
11	38	26	
11	39	26	
11	57	56	
11	59	56	
11	60	56	
11	61	56	
11	62	56	
11	63	56	
12	27	26	
12	28	26	
12	29	26	
12	30	26	
12	31	26	
12	32	26	
12	34	26	
12	36	26	
12	37	26	
12	38	26	
12	39	26	
12	57	56	
12	59	56	
12	60	56	
12	61	56	
12	62	56	
12	63	56	
13	54	53	
13	57	56	
13	59	56	
13	60	56	
13	61	56	
13	62	56	
13	63	56	
14	49	47	
14	50	47	
14	51	47	
14	57	47	
14	59	47	
14	57	56	
14	59	56	
14	60	56	
14	61	56	
14	62	56	
14	63	56	
14	59	58	
14	60	58	
14	61	58	
14	62	58	
14	63	58	
15	57	56	
15	59	56	
15	60	56	
15	61	56	
15	62	56	
15	63	56	
15	59	58	
15	60	58	
15	61	58	
15	62	58	
15	63	58	
16	57	56	
16	59	56	
16	60	56	
16	61	56	
16	62	56	
16	63	56	
16	59	58	
16	60	58	
16	61	58	
16	62	58	
16	63	58	
17	49	47	
17	51	47	
17	57	47	
17	59	47	
17	57	56	
17	59	56	
17	60	56	
17	61	56	
17	62	56	
17	63	56	
18	49	47	
18	51	47	
18	57	47	
18	59	47	
18	57	56	
18	59	56	
18	60	56	
18	61	56	
18	62	56	
18	63	56	
19	57	56	
19	59	56	
19	60	56	
19	61	56	
19	62	56	
19	63	56	
20	54	53	
20	57	56	
20	59	56	
20	60	56	
20	61	56	
20	62	56	
20	63	56	
21	27	26	
21	28	26	
21	29	26	
21	30	26	
21	31	26	
21	32	26	
21	34	26	
21	36	26	
21	37	26	
21	38	26	
21	39	26	
22	27	26	
22	28	26	
22	29	26	
22	30	26	
22	31	26	
22	32	26	
22	34	26	
22	36	26	
22	37	26	
22	38	26	
22	39	26	
23	27	26	
23	28	26	
23	29	26	
23	30	26	
23	31	26	
23	32	26	
23	34	26	
23	36	26	
23	37	26	
23	38	26	
23	39	26	
24	27	26	
24	28	26	
24	29	26	
24	30	26	
24	31	26	
24	34	26	
24	36	26	
24	37	26	
24	38	26	
24	39	26	
25	27	26	
25	28	26	
25	29	26	
25	30	26	
25	31	26	
25	32	26	
25	34	26	
25	36	26	
25	37	26	
