subgraph id = 36
Nreal : 2559
=================================
Partial list of 1473 members:

1	57	56	
1	59	56	
1	60	56	
1	61	56	
1	62	56	
1	63	56	
2	60	50	
2	61	50	
2	57	56	
2	59	56	
2	60	56	
2	61	56	
2	62	56	
2	63	56	
3	60	50	
3	61	50	
3	57	56	
3	60	56	
3	61	56	
3	62	56	
3	63	56	
4	57	56	
4	60	56	
4	61	56	
4	62	56	
4	63	56	
5	57	56	
5	60	56	
5	61	56	
5	62	56	
5	63	56	
6	57	56	
6	60	56	
6	61	56	
6	62	56	
6	63	56	
7	57	56	
7	59	56	
7	60	56	
7	61	56	
7	62	56	
7	63	56	
8	57	56	
8	59	56	
8	60	56	
8	61	56	
8	62	56	
8	63	56	
9	57	56	
9	59	56	
9	60	56	
9	61	56	
9	62	56	
9	63	56	
10	60	50	
10	61	50	
10	57	56	
10	59	56	
10	60	56	
10	61	56	
10	62	56	
10	63	56	
11	57	56	
11	59	56	
11	60	56	
11	61	56	
11	62	56	
11	63	56	
12	57	56	
12	59	56	
12	60	56	
12	61	56	
12	62	56	
12	63	56	
13	57	56	
13	59	56	
13	60	56	
13	61	56	
13	62	56	
13	63	56	
14	57	56	
14	59	56	
14	60	56	
14	61	56	
14	62	56	
14	63	56	
14	59	58	
14	60	58	
14	61	58	
14	62	58	
14	63	58	
15	57	56	
15	59	56	
15	60	56	
15	61	56	
15	62	56	
15	63	56	
15	59	58	
15	60	58	
15	61	58	
15	62	58	
15	63	58	
16	57	56	
16	59	56	
16	60	56	
16	61	56	
16	62	56	
16	63	56	
16	59	58	
16	60	58	
16	61	58	
16	62	58	
16	63	58	
17	57	56	
17	59	56	
17	60	56	
17	61	56	
17	62	56	
17	63	56	
17	59	58	
17	60	58	
17	61	58	
17	62	58	
17	63	58	
18	57	56	
18	59	56	
18	60	56	
18	61	56	
18	62	56	
18	63	56	
18	59	58	
18	60	58	
18	61	58	
18	62	58	
18	63	58	
19	57	56	
19	59	56	
19	60	56	
19	61	56	
19	62	56	
19	63	56	
19	59	58	
19	60	58	
19	61	58	
19	62	58	
19	63	58	
20	57	56	
20	59	56	
20	60	56	
20	61	56	
20	62	56	
20	63	56	
20	59	58	
20	60	58	
20	61	58	
20	62	58	
20	63	58	
21	55	47	
21	60	47	
21	63	47	
21	57	56	
21	60	56	
21	62	56	
21	63	56	
21	62	61	
21	63	61	
22	57	56	
22	60	56	
22	62	56	
22	63	56	
22	62	61	
22	63	61	
23	57	56	
23	60	56	
23	62	56	
23	63	56	
23	62	61	
23	63	61	
24	55	47	
24	60	47	
24	61	47	
24	63	47	
24	57	56	
24	60	56	
24	61	56	
24	62	56	
24	63	56	
25	55	47	
25	60	47	
25	61	47	
25	63	47	
25	57	56	
25	60	56	
25	61	56	
25	62	56	
25	63	56	
26	60	50	
26	57	56	
26	60	56	
26	62	56	
26	63	56	
26	62	61	
26	63	61	
27	57	56	
27	60	56	
27	62	56	
27	63	56	
27	62	61	
27	63	61	
28	57	56	
28	60	56	
28	62	56	
28	63	56	
28	62	61	
28	63	61	
29	55	47	
29	60	47	
29	61	47	
29	63	47	
29	57	56	
29	60	56	
29	61	56	
29	62	56	
29	63	56	
30	55	47	
30	60	47	
30	61	47	
30	63	47	
30	57	56	
30	59	56	
30	60	56	
30	61	56	
30	62	56	
30	63	56	
31	57	56	
31	60	56	
31	61	56	
31	62	56	
31	63	56	
32	57	56	
32	60	56	
32	61	56	
32	62	56	
32	63	56	
33	57	56	
33	60	56	
33	61	56	
33	62	56	
